index,Medio_Desordenados,Poco_Desordenados,Muy_Desordenados
83710,70968,35073,19706
83711,5347,73067,62431
83712,201300,46972,11272
83713,51092,9261,35267
83714,1181,73070,43572
83715,7151,67449,60085
83716,59443,73072,36824
83717,201717,73074,4119
83718,21883,198730,43977
83719,50156,7282,60261
83720,70202,74752,32152
83721,45358,49736,38366
83722,7336,60874,202258
83723,5512,199849,199817
83724,11672,6473,8284
83725,49472,57819,71122
83726,41217,48553,202151
83727,73802,201380,44955
83728,35083,73090,56837
83729,39796,199972,2583
83730,76262,204266,54107
83731,62943,73094,19987
83732,38384,26039,47200
83733,44632,51954,49331
83734,8262,73098,72941
83735,46775,73099,69559
83736,48753,73100,51258
83737,4427,47933,2423
83738,202755,199398,65897
83739,25506,73103,77757
83740,67139,8213,36354
83741,51151,3117,48733
83742,56671,203989,50138
83743,137817,199835,65990
83744,79947,73112,49917
83745,199909,73113,45970
83746,47533,26789,10946
83747,60099,29736,65236
83748,49580,982,57137
83749,59209,73123,67423
83750,205217,202653,41130
83751,57572,60369,62685
83752,74879,80697,48671
83753,40291,47307,57592
83754,41645,3461,58492
83755,6674,69327,34639
83756,43521,45868,203890
83757,70486,61342,39998
83758,25879,204206,60379
83759,198699,38377,77406
83760,202705,78521,36898
83761,58626,51779,3457
83762,2253,4961,8215
83763,63370,73138,10535
83764,25924,39126,51636
83765,40449,3001,201574
83766,77795,73144,33730
83767,10394,200810,9594
83768,4634,73152,80249
83769,47500,35714,23458
83770,49887,73154,36414
83771,201850,6234,78139
83772,56593,3357,48238
83773,8972,73157,50866
83774,203902,44991,47975
83775,1980,200576,61067
83776,282,32924,202960
83777,68507,73865,198819
83778,74534,73164,36010
83779,59382,40030,39217
83780,45197,73166,11892
83781,60667,73565,62387
83782,66659,45598,29062
83783,51172,199828,1170
83784,25537,73569,82470
83785,6340,73570,1061
83786,44928,43787,70019
83787,2078,41109,70334
83788,5053,50385,58565
83789,6923,73574,56704
83790,9350,73575,48285
83791,34938,73576,39749
83792,49341,59526,200089
83793,39942,56551,54115
83794,203441,4907,201648
83795,11997,12226,49809
83796,45973,36653,35111
83797,200002,73582,48617
83798,36536,54247,38830
83799,20451,73584,65937
83800,40930,73585,76257
83801,23090,73587,8164
83802,67511,73588,34507
83803,70460,3567,51599
83804,79973,61726,59654
83805,48536,73593,60023
83806,5600,73595,199203
83807,2596,73596,76234
83808,3294,4302,48506
83809,199771,36464,11037
83810,59184,73599,2673
83811,29844,62325,4364
83812,36909,47129,70315
83813,203210,44742,10966
83814,32143,6376,48757
83815,36606,69901,47636
83816,10401,11895,201540
83817,48514,59480,49044
83818,44827,73609,51702
83819,204635,6076,35346
83820,82589,7012,46805
83821,54390,47782,46460
83822,204964,66703,44348
83823,2004,73614,59801
83824,203978,73615,32520
83825,205175,54447,50450
83826,56392,73617,55806
83827,58372,73618,19499
83828,59916,58361,4269
83829,45942,73620,58373
83830,56369,6054,22996
83831,50161,49160,23383
83832,44896,73624,33604
83833,52006,33089,82539
83834,33610,73626,5564
83835,51693,73628,3677
83836,52230,73630,51314
83837,6789,3143,28017
83838,9179,202430,69514
83839,65981,73633,67630
83840,44132,73638,63342
83841,68598,73640,16912
83842,66411,20300,2283
83843,27130,73642,42187
83844,3873,73643,70380
83845,55154,73644,67779
83846,204013,73645,47196
83847,10316,73646,12439
83848,203444,73647,32135
83849,62624,73648,63358
83850,39067,73650,39694
83851,201922,73651,41933
83852,60525,68618,63097
83853,69994,24162,56491
83854,65972,73655,57656
83855,73623,73657,60810
83856,33300,11673,62390
83857,2087,73659,61597
83858,57696,50686,25378
83859,10495,73661,57334
83860,4365,73662,65978
83861,198912,73663,54667
83862,10005,73664,201723
83863,69869,70421,54999
83864,54822,73666,6042
83865,57861,57281,48276
83866,204905,18821,33384
83867,202479,68666,44150
83868,50990,70990,9580
83869,49185,44615,10463
83870,30664,73677,202399
83871,75855,39256,54854
83872,40684,3497,58710
83873,203909,49724,57983
83874,199168,66469,204685
83875,44054,48333,47317
83876,83088,694,49563
83877,29053,73684,59196
83878,16345,73685,40465
83879,562,76096,23426
83880,11066,73687,55846
83881,198999,56098,69996
83882,26345,62651,6654
83883,69550,59753,41041
83884,38059,73691,35690
83885,16789,63022,55580
83886,57697,43909,51176
83887,8161,12309,7613
83888,34892,73697,83046
83889,201537,73698,3731
83890,36681,73699,6741
83891,61808,25950,40711
83892,47137,73701,46201
83893,62810,19940,60124
83894,21870,73705,58987
83895,51056,12231,70954
83896,55886,73707,44745
83897,204178,5581,41700
83898,48672,46480,65467
83899,203894,2636,47259
83900,817,73711,48877
83901,25302,61110,33528
83902,47551,73713,4406
83903,49749,27341,38437
83904,32347,59330,36481
83905,198714,56498,51577
83906,58210,55930,201387
83907,73918,33429,200242
83908,62403,1856,65336
83909,199977,73722,17799
83910,203308,39594,32291
83911,8789,726,41786
83912,61603,203785,49356
83913,7606,73726,82807
83914,5156,44968,36535
83915,203782,8470,41030
83916,38766,73732,34143
83917,59145,73733,7594
83918,39562,48258,41601
83919,68821,203386,56868
83920,68007,961,78231
83921,45496,51437,50144
83922,30388,73739,57051
83923,4609,19731,3980
83924,269,74680,9637
83925,69856,73742,34415
83926,69665,50769,201938
83927,50840,41732,69710
83928,32280,73745,60253
83929,47550,73746,10502
83930,3505,51210,41971
83931,50265,50643,45614
83932,204900,39993,70325
83933,32194,73750,18941
83934,203274,73751,66343
83935,1803,73752,9671
83936,11214,36528,51465
83937,77771,11616,34481
83938,2463,73755,57049
83939,41603,73756,69058
83940,8715,46134,200921
83941,24095,2207,34903
83942,200179,35378,2437
83943,205126,205270,35237
83944,39147,62299,200322
83945,4500,61368,201527
83946,48720,73763,6111
83947,43781,40781,8549
83948,43382,47816,44803
83949,49484,44991,1503
83950,78490,12030,203583
83951,47467,26594,39898
83952,43393,63487,81180
83953,55868,201279,10313
83954,12279,22859,33832
83955,73871,73773,67506
83956,9650,56580,60392
83957,204439,47458,50398
83958,55028,41198,199015
83959,39237,60784,47882
83960,11392,27695,35352
83961,54613,73779,38603
83962,34056,70200,69417
83963,67505,57045,54646
83964,51504,44220,44984
83965,203208,69868,29321
83966,81440,46861,19948
83967,45860,201124,69856
83968,199905,73786,75849
83969,59610,33806,41061
83970,32728,34864,66519
83971,4908,6531,21744
83972,74848,54637,6319
83973,11803,73794,79012
83974,8187,44826,43380
83975,200369,73800,67015
83976,59190,73801,38084
83977,23068,33394,58757
83978,56810,18484,21742
83979,8224,57442,10785
83980,49252,81133,205028
83981,10722,73808,457
83982,205098,73809,32176
83983,204626,73810,3381
83984,69510,73811,70466
83985,59275,73813,3721
83986,11357,73818,21272
83987,54666,68527,11712
83988,199290,33351,201638
83989,77053,200344,21378
83990,40157,204439,46274
83991,7590,38233,200965
83992,68721,73824,199924
83993,9733,73825,33982
83994,36325,73826,40478
83995,45016,73827,30480
83996,60817,57703,40500
83997,62394,73829,58554
83998,63055,76500,46682
83999,4540,39214,33029
84000,68796,35715,67643
84001,46230,3591,56957
84002,62629,38683,56833
84003,35620,73837,47364
84004,68697,73838,39340
84005,203327,73840,79376
84006,754,10482,41518
84007,3572,73842,55113
84008,80880,33284,200816
84009,41188,8290,66339
84010,66536,73845,32556
84011,77587,61112,47207
84012,51920,34539,204583
84013,56801,73848,23410
84014,78898,73849,6894
84015,202299,73851,45224
84016,50457,73852,47268
84017,51845,46252,1876
84018,34123,75960,49839
84019,201663,34488,56994
84020,204798,11901,5341
84021,33776,73860,41218
84022,35408,6059,32437
84023,6915,77828,204885
84024,200558,46987,56461
84025,17858,73864,203512
84026,205271,1404,34170
84027,3773,54422,50357
84028,7405,73867,68559
84029,201520,62473,55895
84030,60341,198916,59664
84031,27885,73870,7068
84032,20245,178,20764
84033,82694,49785,63096
84034,71128,70226,204236
84035,17088,73874,56176
84036,8971,73875,203957
84037,55604,73876,16255
84038,25924,73878,65532
84039,3211,8467,9884
84040,50268,73880,203020
84041,70320,73882,6682
84042,79062,203289,4605
84043,38667,4420,70254
84044,58888,45692,66053
84045,63235,73887,45620
84046,56104,61636,3404
84047,59116,32031,50794
84048,199626,6780,60449
84049,200091,67558,51307
84050,34730,73892,46457
84051,17076,32996,38682
84052,69343,73894,203821
84053,60365,12389,69509
84054,79636,47803,200228
84055,55539,70812,201298
84056,25031,74151,51511
84057,201363,73900,202397
84058,21299,42033,380
84059,58961,39582,9054
84060,205059,73903,32163
84061,80496,73904,62303
84062,203762,73906,57541
84063,38883,7444,29835
84064,200023,7277,52144
84065,5444,3619,34351
84066,7245,73910,40913
84067,81236,200272,205098
84068,54657,201723,45095
84069,5066,73914,7402
84070,9188,73915,55817
84071,35502,57142,55726
84072,204642,73917,59709
84073,46090,70880,8609
84074,25058,68090,18158
84075,34534,62664,7547
84076,48795,34669,11381
84077,51636,73922,59194
84078,55432,43822,3429
84079,201722,73924,36395
84080,439,73925,41578
84081,202419,73926,46269
84082,57749,73927,32589
84083,35035,24604,3428
84084,9689,73930,55197
84085,66924,51854,202234
84086,390,73932,8378
84087,8759,12376,58661
84088,204594,73934,34673
84089,42146,40949,62554
84090,40952,73938,58716
84091,54658,35510,61924
84092,542,992,201114
84093,55013,73941,67073
84094,47765,34661,39375
84095,47789,51943,7410
84096,4992,73945,201299
84097,61453,40533,3333
84098,202432,46792,47681
84099,3527,38353,65348
84100,18930,35579,10462
84101,4502,204112,58707
84102,4689,73954,202544
84103,3619,73955,198901
84104,47065,49385,201865
84105,51511,68197,50682
84106,204074,3960,48347
84107,33622,38245,54166
84108,80903,73960,20618
84109,204190,73961,12172
84110,12122,56026,7194
84111,30305,73963,44185
84112,69725,11002,8627
84113,701,201337,200948
84114,1861,73968,17108
84115,48184,51665,48693
84116,47298,10755,49463
84117,81136,32097,2526
84118,34193,9889,41405
84119,54252,74020,4506
84120,9207,68964,39316
84121,60420,56211,50167
84122,50209,10648,41132
84123,42091,74026,35685
84124,44315,74027,24464
84125,70973,199412,203597
84126,204190,57962,36833
84127,67528,4010,202530
84128,81221,74031,7325
84129,47814,36309,30671
84130,77954,42109,3839
84131,77547,39591,40936
84132,43539,51970,40713
84133,200385,42005,56889
84134,49208,10841,205118
84135,68094,43737,203659
84136,35321,48125,67137
84137,32067,72909,20700
84138,202093,45305,57850
84139,36429,32976,58449
84140,70479,74050,10404
84141,6359,68308,9280
84142,57113,69245,79970
84143,3938,43874,50197
84144,5395,43956,17070
84145,2811,74057,60221
84146,41198,9331,49794
84147,49095,66634,204859
84148,66845,74062,201357
84149,59433,49674,569
84150,48098,74064,36116
84151,23186,74065,34185
84152,47793,8199,55351
84153,9671,74067,50926
84154,55134,62058,17858
84155,204634,74094,23915
84156,4613,52040,10600
84157,38159,56556,48355
84158,40363,56217,59932
84159,1160,54563,45800
84160,205110,70203,17760
84161,39705,9610,7013
84162,200749,74104,42315
84163,16425,79116,36916
84164,38262,47663,32171
84165,69238,61747,6894
84166,61415,70201,4480
84167,69867,3875,65605
84168,65531,74110,46384
84169,62505,63332,46421
84170,46268,68191,200938
84171,41371,54792,20817
84172,708,56252,9424
84173,200698,55755,32382
84174,2513,74120,73943
84175,62225,62499,32962
84176,3010,40888,10627
84177,68268,74123,70880
84178,10824,67970,57352
84179,58412,35024,70582
84180,59938,204101,3985
84181,10986,74131,6759
84182,2335,74132,20800
84183,48206,74133,7080
84184,24548,74134,2609
84185,50960,47656,1399
84186,204961,74136,60903
84187,33492,74137,36793
84188,49626,57002,48949
84189,46794,58258,56755
84190,58599,74140,8861
84191,202835,74141,48868
84192,36252,74142,35260
84193,60435,202009,67154
84194,62087,34127,204447
84195,45025,202626,1804
84196,9528,45922,55326
84197,40535,33869,48150
84198,198991,204610,199665
84199,2675,74149,35839
84200,33512,11838,40456
84201,22647,41229,5054
84202,48840,48346,34478
84203,10962,28183,74921
84204,25399,74154,82780
84205,69543,40499,69871
84206,55988,74156,55581
84207,60254,76264,27865
84208,35680,74380,6449
84209,67622,67900,32619
84210,17002,74384,41531
84211,46598,198749,59656
84212,11722,74386,4552
84213,58820,204187,45793
84214,38776,74389,40874
84215,49405,66358,38875
84216,40647,10073,203586
84217,73154,46299,200029
84218,20931,46547,199710
84219,30564,48111,4182
84220,1894,74398,7308
84221,36202,74399,572
84222,42268,46589,204309
84223,65565,48882,41074
84224,203484,58199,48419
84225,38699,74403,12054
84226,39317,6824,34695
84227,200317,74405,16852
84228,9364,74406,61791
84229,49966,74407,16353
84230,201165,47014,58983
84231,55286,203641,32815
84232,20611,69694,34976
84233,45347,74411,35900
84234,43472,11824,43344
84235,47043,36903,78785
84236,4531,203552,22924
84237,40740,74415,50290
84238,6488,55051,74472
84239,49713,41397,44237
84240,69309,6074,68905
84241,10867,36819,69185
84242,51968,55323,38664
84243,202144,74421,46956
84244,61369,9446,82788
84245,74613,74423,63181
84246,38287,60025,7380
84247,6408,34694,8764
84248,34114,80518,204393
84249,201413,46677,62828
84250,32047,57212,40478
84251,58602,74429,204255
84252,47339,198695,61640
84253,46963,74431,201337
84254,2585,9322,44937
84255,34583,74436,80085
84256,66076,40514,10312
84257,54536,2311,178
84258,254,74439,25311
84259,61865,81504,62922
84260,8087,74441,44545
84261,199729,74442,54406
84262,65801,74443,56430
84263,995,44439,56610
84264,46341,74445,5064
84265,59523,1937,59058
84266,47451,46528,54460
84267,201452,74448,45707
84268,48037,5073,8152
84269,27237,77653,63481
84270,201059,60791,61675
84271,5269,201862,198846
84272,45700,74453,34209
84273,41938,77990,35263
84274,42304,61850,200348
84275,7037,35272,200169
84276,8738,8529,201689
84277,24941,74459,24416
84278,1284,74460,200835
84279,40691,74462,203850
84280,52051,74463,201112
84281,20086,74464,60443
84282,30605,36391,51774
84283,62516,42076,34259
84284,61007,45164,11635
84285,68818,201586,29657
84286,11748,74470,2947
84287,16885,48902,199062
84288,45988,74472,945
84289,10376,74473,69562
84290,16302,35933,47900
84291,43399,200768,8302
84292,66279,74476,47456
84293,204741,51738,50944
84294,47515,200437,2610
84295,199872,36262,40073
84296,200007,74480,25908
84297,35248,74481,11751
84298,51282,74482,48605
84299,62350,44228,27815
84300,75967,54756,10677
84301,43909,32845,57701
84302,592,74486,203667
84303,61177,74487,55353
84304,199919,74488,73756
84305,4604,74489,202989
84306,29858,45654,45633
84307,35232,46385,2554
84308,511,4144,77803
84309,27111,8123,51895
84310,40514,74497,58573
84311,11708,202739,8247
84312,43405,369,200275
84313,204839,51544,70148
84314,26527,55399,11876
84315,41836,4876,47572
84316,32216,74503,49287
84317,205179,203883,72829
84318,203236,51306,36192
84319,6863,57047,30350
84320,40690,201759,10450
84321,67589,6843,10755
84322,199087,74514,23801
84323,36920,74515,7178
84324,10664,207,79969
84325,7006,61120,2382
84326,39293,59138,50943
84327,40798,74521,66921
84328,2426,8698,61074
84329,60478,24009,9996
84330,6750,43895,200463
84331,65958,74529,10173
84332,70060,40598,58497
84333,61183,81111,59492
84334,55789,10413,40002
84335,56176,74533,42164
84336,57113,79691,3765
84337,4946,74535,35728
84338,203069,203204,198720
84339,2319,67792,38338
84340,822,74538,50499
84341,65628,34481,199778
84342,71150,51912,57340
84343,70601,74541,51195
84344,48744,842,1870
84345,62783,61813,70760
84346,33131,54383,16302
84347,2832,74545,66708
84348,202711,2920,54845
84349,8186,74547,58578
84350,9492,66933,54231
84351,35120,201467,34241
84352,41554,36514,59099
84353,42181,60474,39861
84354,4494,44021,39376
84355,69329,44574,205297
84356,44810,54183,10245
84357,67649,79056,10038
84358,59427,74604,40475
84359,204871,74605,33737
84360,4990,21974,48116
84361,48048,74607,38217
84362,512,74612,45722
84363,33026,56888,204327
84364,12087,54231,44489
84365,3421,46764,200238
84366,38611,6126,47804
84367,63264,44962,9262
84368,19707,199052,58597
84369,26780,74623,19463
84370,54379,74624,79060
84371,687,74625,6274
84372,43379,11949,65759
84373,45092,70206,25867
84374,9955,2107,78163
84375,3032,60167,201575
84376,201945,45201,3217
84377,704,74634,47231
84378,203665,74635,204270
84379,40880,45582,62488
84380,56729,74639,204710
84381,18842,74640,35037
84382,38230,81192,200153
84383,19044,74642,57153
84384,201019,74643,17871
84385,41407,3559,11586
84386,9269,43798,24224
84387,35836,74646,35999
84388,66625,74647,33462
84389,33281,27461,35781
84390,36213,41123,39418
84391,33001,41768,48888
84392,75966,74651,62133
84393,55614,74652,68148
84394,49092,74653,10340
84395,39197,74654,43991
84396,40434,5509,9455
84397,55575,74656,5385
84398,66462,54778,8505
84399,35715,67077,39201
84400,199275,74674,223
84401,12306,74675,27191
84402,58008,74676,39089
84403,58211,32495,41394
84404,50596,74678,66386
84405,79724,62624,21770
84406,56490,73741,59666
84407,8526,74681,2959
84408,44143,41897,41397
84409,4392,40988,45427
84410,56380,74684,204853
84411,201994,986,38348
84412,34103,47174,44779
84413,51491,4521,67642
84414,3749,74688,61950
84415,38866,49404,61819
84416,34245,74690,40041
84417,203674,57788,676
84418,198796,74692,29175
84419,200807,74693,17305
84420,22013,32184,43784
84421,81258,69499,464
84422,40141,5688,199157
84423,202279,74699,3902
84424,59195,204485,26257
84425,6228,61317,50472
84426,61966,74702,200340
84427,54897,74703,33569
84428,62192,18974,50865
84429,40806,201674,202734
84430,59851,68779,59545
84431,45879,66953,47999
84432,71181,59099,54827
84433,201341,44508,60970
84434,63452,51762,67526
84435,6294,32389,7120
84436,63220,74715,56370
84437,1384,77550,61048
84438,34422,68785,204992
84439,56321,62928,36245
84440,204651,44936,43932
84441,70002,40052,36794
84442,55406,200193,57563
84443,54137,74722,76627
84444,8685,36852,38821
84445,21010,62868,35784
84446,199447,41056,40788
84447,204945,4397,6668
84448,47636,74727,55940
84449,36402,40112,49118
84450,6939,70241,51322
84451,199875,74730,69317
84452,41850,900,32564
84453,2042,50887,45173
84454,40930,34186,60861
84455,26059,440,21945
84456,29023,74735,200507
84457,57544,74736,201995
84458,67688,54638,69964
84459,45054,68145,49508
84460,49158,198687,201181
84461,201091,61091,32957
84462,32808,74743,60320
84463,48221,41522,35634
84464,36810,3360,22379
84465,198969,74747,1223
84466,61411,201143,11247
84467,33201,35021,51156
84468,203957,74751,204781
84469,67689,73077,7336
84470,362,198725,2805
84471,40590,74754,69635
84472,62364,18339,47201
84473,203224,74756,59260
84474,65682,61933,59277
84475,49432,204047,8326
84476,69194,2788,203639
84477,201260,74760,4239
84478,45905,74761,52230
84479,203821,74763,26477
84480,202402,74765,60708
84481,201609,35718,22546
84482,61954,34468,3057
84483,204295,203690,57998
84484,36211,10163,199601
84485,41885,74771,200781
84486,12426,74773,39707
84487,40578,74774,3053
84488,20036,16432,43757
84489,27695,46897,49256
84490,55292,74777,59988
84491,57219,624,56796
84492,725,3296,45618
84493,63080,74782,55875
84494,60483,74783,60178
84495,2892,74784,59430
84496,48691,50882,68938
84497,9256,74786,3030
84498,55508,2320,4320
84499,46350,74788,21974
84500,9186,35294,49569
84501,11913,204767,48789
84502,38940,74792,989
84503,39576,18048,200980
84504,4886,70346,50079
84505,57516,74795,3808
84506,29129,199599,199427
84507,38461,74797,52101
84508,26448,199462,200286
84509,199357,10646,7090
84510,17289,39347,201738
84511,55038,74801,6222
84512,66933,70344,23061
84513,50032,59431,46452
84514,65351,74804,204410
84515,4026,203948,65596
84516,41917,2971,28248
84517,3047,74808,203314
84518,54974,74809,11762
84519,54456,50557,70924
84520,24461,17696,38062
84521,45032,74812,41681
84522,10360,199156,4653
84523,32336,74815,70884
84524,199929,39016,36211
84525,51584,40241,57345
84526,80872,8723,62100
84527,50762,49864,41012
84528,67404,200742,55829
84529,79132,8538,1389
84530,34002,74822,9761
84531,81285,60336,44783
84532,32095,74825,202315
84533,61315,70685,57843
84534,47984,48263,29392
84535,42285,35559,36713
84536,32738,203636,19706
84537,23986,74830,47564
84538,32616,204034,23439
84539,12251,55369,199678
84540,204405,66711,11039
84541,23620,74835,61701
84542,59718,74836,11033
84543,50381,51490,6771
84544,35331,74838,57185
84545,200974,74839,73573
84546,32842,41460,8195
84547,67054,41600,33456
84548,60339,65563,8218
84549,33391,74845,81483
84550,200378,70187,23650
84551,62305,74847,52255
84552,6280,10694,56002
84553,77105,67066,198876
84554,66446,59791,65382
84555,70189,74851,203760
84556,6220,6857,56590
84557,201802,74853,34178
84558,41281,74854,32158
84559,44709,69450,59319
84560,60126,70864,57205
84561,33561,74857,58327
84562,67204,74858,55802
84563,32033,74860,21358
84564,66938,74861,44328
84565,50788,10320,48694
84566,34359,74863,4354
84567,3136,32095,2507
84568,3579,47774,25035
84569,63360,74867,57595
84570,46782,74868,57223
84571,199444,62026,63259
84572,198919,67547,33641
84573,32042,74871,200884
84574,60754,49933,63411
84575,38517,74873,47269
84576,28589,8505,48592
84577,2605,65950,58803
84578,199711,10853,22368
84579,199024,50473,36032
84580,83122,54805,200564
84581,46591,60971,58732
84582,39236,40994,33172
84583,66852,10673,201109
84584,43704,54952,23920
84585,204236,74884,45748
84586,62437,663,35301
84587,40801,60945,66922
84588,39323,19894,69411
84589,54904,9545,66933
84590,17087,54302,62459
84591,52093,74890,3577
84592,204222,68167,10468
84593,57644,42002,58404
84594,38983,6217,60510
84595,28200,74895,55249
84596,55217,82575,76035
84597,39989,74897,54581
84598,40482,74898,198800
84599,202621,47415,62628
84600,199660,74900,1217
84601,204857,74901,33331
84602,65948,67557,24371
84603,49870,63095,77955
84604,203024,74904,36624
84605,8578,60635,436
84606,67868,74907,49681
84607,67758,74908,3153
84608,48702,204450,2371
84609,26215,1870,47915
84610,201233,33245,60781
84611,27902,74912,203965
84612,199109,74915,44186
84613,56265,65557,54741
84614,38187,62256,47846
84615,70899,74918,200348
84616,65585,75769,1165
84617,49817,50929,21932
84618,61880,74921,200322
84619,202959,74922,9641
84620,201401,46993,78126
84621,68082,74925,78809
84622,68715,41831,43856
84623,9778,41381,4609
84624,8897,74928,821
84625,49385,62771,202887
84626,39237,1424,11849
84627,10888,74931,54209
84628,59536,18122,6328
84629,202856,45551,46457
84630,199060,29472,61664
84631,58087,204566,6042
84632,10550,58410,204329
84633,47565,26369,4247
84634,40013,9130,48608
84635,32465,56102,56983
84636,200880,74942,63504
84637,49515,1683,49561
84638,10472,32637,32675
84639,41769,8435,4973
84640,202823,9258,2843
84641,62828,74947,7607
84642,58253,1445,201370
84643,36373,74950,36621
84644,39007,12280,23242
84645,54249,40708,199627
84646,57208,47153,204045
84647,198802,74956,45755
84648,20337,74957,51920
84649,50451,44228,78223
84650,74886,60536,8663
84651,38315,1077,16246
84652,24521,65959,41596
84653,5599,74962,67025
84654,60925,9358,5508
84655,50190,66659,68590
84656,38112,74965,1050
84657,305,74966,62411
84658,10585,74967,58110
84659,40326,74968,11727
84660,204518,74969,78153
84661,32552,27328,199920
84662,65525,74972,59183
84663,24297,74973,19259
84664,49877,44429,199846
84665,39604,74975,35350
84666,22885,74976,48629
84667,205100,56031,46689
84668,40344,61850,39732
84669,12107,74979,46651
84670,62835,10392,74942
84671,34483,54628,67896
84672,8265,43671,40369
84673,61701,74984,70129
84674,44128,51546,60534
84675,4613,74986,204286
84676,47551,40502,67720
84677,59785,74988,8145
84678,70517,45215,1939
84679,30561,76637,199463
84680,204650,63072,198843
84681,66016,61987,58826
84682,1482,74995,201688
84683,38394,51997,199660
84684,63312,74997,6583
84685,34452,35244,8695
84686,74688,48722,54778
84687,35564,59749,11780
84688,1992,46005,7150
84689,41334,75002,31960
84690,48120,75003,200541
84691,63314,33731,66930
84692,43797,75005,203964
84693,52136,50319,47667
84694,55636,199404,65711
84695,201721,79352,1681
84696,12178,33829,33067
84697,63222,29360,51658
84698,48087,54712,79938
84699,33476,9279,50550
84700,63029,203026,25380
84701,60590,75014,43882
84702,57354,75015,39999
84703,52223,202559,204498
84704,54518,75018,16432
84705,32675,12139,203307
84706,55878,75020,49355
84707,21575,48760,25886
84708,10370,75022,27462
84709,32402,41495,66609
84710,34304,75026,63225
84711,199230,75027,1380
84712,41904,75029,51399
84713,82686,75030,8164
84714,33489,9690,19716
84715,57884,75032,44906
84716,24968,40354,203907
84717,55385,75035,65253
84718,50241,47047,5534
84719,55084,50371,82961
84720,22226,48788,50956
84721,199838,75042,48606
84722,202900,75044,6085
84723,2897,75045,27984
84724,3623,75046,27849
84725,51575,39532,34829
84726,66961,77818,47237
84727,18846,67073,56326
84728,51727,75050,47041
84729,46906,51006,50446
84730,48370,38757,43523
84731,43914,58240,66750
84732,49763,20212,33590
84733,51532,61627,56236
84734,2364,75058,36323
84735,5669,60325,49539
84736,203404,34750,34599
84737,69307,40310,4186
84738,60453,75064,199331
84739,199184,75067,28858
84740,36312,2793,51225
84741,200156,75069,81135
84742,40857,61851,49153
84743,40373,75071,68867
84744,49433,75072,5398
84745,48468,75073,8887
84746,47840,29853,50381
84747,61974,204240,199094
84748,56618,75076,3264
84749,33229,17490,58211
84750,54853,75078,57675
84751,62057,75080,7266
84752,10472,33490,202643
84753,36610,75333,5468
84754,41414,673,47736
84755,43395,75583,80278
84756,36372,75587,41650
84757,62811,62845,35680
84758,204618,27900,50124
84759,55374,3563,33577
84760,26441,75592,58540
84761,203722,39852,55714
84762,47154,75594,34475
84763,200371,75595,76024
84764,38090,75596,57135
84765,80863,60660,45844
84766,39534,75600,8823
84767,199885,205253,201778
84768,1647,16825,57602
84769,46570,57698,83152
84770,54989,75604,33893
84771,5537,75605,45713
84772,11805,55415,3475
84773,202732,75607,78274
84774,61454,49638,200292
84775,8390,61458,27226
84776,18414,12375,38378
84777,38845,200180,69433
84778,200609,3126,9571
84779,50577,205142,201115
84780,44241,4909,67116
84781,38793,75615,19269
84782,65245,10803,58852
84783,9904,60781,202972
84784,35417,75618,6836
84785,70022,75619,58701
84786,27193,75620,54192
84787,56783,75621,50440
84788,33375,47006,768
84789,199710,21296,54730
84790,35878,75625,61508
84791,60916,75626,1888
84792,1204,62934,23186
84793,44376,75628,51738
84794,40124,43816,35028
84795,32415,36574,63042
84796,48792,10942,69178
84797,61400,75632,10631
84798,16971,4447,200876
84799,72959,40731,873
84800,1309,204470,67145
84801,57726,41375,45642
84802,59551,75644,44973
84803,203670,75646,46856
84804,260,60952,68641
84805,200339,69558,200662
84806,30743,4861,203221
84807,82942,199758,57759
84808,203969,75651,7039
84809,47012,203970,38453
84810,57062,65936,49026
84811,60237,77267,200149
84812,54685,1032,69897
84813,40142,75656,9430
84814,38570,20831,50805
84815,8076,75705,54676
84816,69396,38430,39417
84817,34631,35021,41664
84818,40495,75708,24391
84819,6290,45400,59797
84820,203791,75710,46889
84821,38557,55817,30675
84822,38164,49794,10686
84823,25561,75713,55982
84824,60069,62611,6430
84825,68395,75715,199735
84826,51090,41794,77812
84827,4509,10617,5131
84828,47712,57135,81157
84829,201234,65497,52241
84830,8869,75720,21747
84831,8463,75721,204160
84832,63088,2893,72718
84833,200662,34871,49294
84834,3514,6202,59623
84835,70215,75725,33908
84836,2065,200326,199418
84837,58754,75727,198772
84838,8739,5023,203580
84839,49298,47776,45487
84840,11981,75750,46530
84841,10971,75753,202448
84842,39065,75754,51464
84843,79913,2964,61886
84844,56944,36688,39665
84845,204964,17436,200590
84846,11620,44022,36730
84847,203533,62127,55460
84848,9496,1053,38388
84849,203369,872,33628
84850,202062,65577,36254
84851,199232,40080,38752
84852,203687,75765,34956
84853,60921,62185,35218
84854,10789,75767,48093
84855,9998,40230,51882
84856,58851,74919,2065
84857,8447,59236,63044
84858,23540,75789,55262
84859,57347,74477,62139
84860,3941,75791,67038
84861,21101,75792,8582
84862,4851,29300,41762
84863,199593,23274,41182
84864,46888,60970,48342
84865,202911,55941,50904
84866,20223,75797,24115
84867,10651,63072,2880
84868,6774,75799,61777
84869,69719,75818,45032
84870,46038,75820,80518
84871,4996,75821,1082
84872,38586,34836,204718
84873,59560,1834,10243
84874,41454,46504,201441
84875,8207,38590,43657
84876,59604,75827,72728
84877,56154,75828,12280
